TIME,TEAM,PLAY,SCORE,Game,Date,TEAM_NAME,OPPONENT_NAME,HALF,TEAM_SCORE,OPPONENT_SCORE,OPPONENT_SCORE_FILLED,TEAM_SCORE_FILLED,ACTING_TEAM,OPPONENT_POINTS,TEAM_POINTS,IS_END_OF_POSSESSION,PLAYER,TEAM_ROSTER_ON_COURT,OPPONENT_ROSTER_ON_COURT,TIME_SECONDS,NEXT_TIME_SECONDS,DURATION_SECONDS,PTS,FGM,FGA,3PM,3PA,FTM,FTA,FOULS,TO,AST,STL,OREB,DREB,Driver/Shooter,Spot-Up Shooter,Rebounder,Post Scorer,Not Scouted,Driver/Slasher
20:00,,Casey Schoenecker vs Richie Warren (Lawrence gains possession),(0-0),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,0.0,0.0,0.0,0.0,,0,0,False,Casey Schoenecker,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1200,1184.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
19:44,,Jumper MISSED by Lawrence's CJ Campbell,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,0.0,0.0,Lawrence,0,0,False,CJ Campbell,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1184,1178.0,6.0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
19:38,,Offensive rebound by Lawrence's Hogan Demovsky,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,0.0,0.0,Lawrence,0,0,False,Hogan Demovsky,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1178,1178.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0
19:38,,2 Pointer by Lawrence's Hogan Demovsky,(0-2),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,0.0,2.0,2.0,0.0,Lawrence,2,0,True,Hogan Demovsky,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1178,1164.0,14.0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
19:24,,Turnover by Wis.-Whitewater 's Brock Marino,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,0.0,,0,0,True,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1164,1164.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0
19:24,,Steal by Lawrence's Nicholas Gouriotis,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,0.0,Lawrence,0,0,False,Nicholas Gouriotis,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1164,1158.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0
19:18,,Turnover by Lawrence 's Hogan Demovsky,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,0.0,,0,0,True,Hogan Demovsky,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1158,1143.0,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0
19:03,,Jumper MISSED by Wis.-Whitewater's Luke Bara,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,0.0,Wis.-Whitewater,0,0,False,Luke Bara,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1143,1138.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
18:58,,Defensive rebound by Lawrence's Hogan Demovsky,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,0.0,Lawrence,0,0,False,Hogan Demovsky,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1138,1117.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0
18:37,,Jumper MISSED by Lawrence's CJ Campbell,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,0.0,Lawrence,0,0,False,CJ Campbell,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1117,1113.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
18:33,,Wis.-Whitewater gets a rebound from a dead ball.,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,0.0,,0,0,False,,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1113,1103.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
18:23,,Layup by Wis.-Whitewater's Brock Marino,(2-2),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,2.0,2.0,2.0,2.0,Wis.-Whitewater,0,2,True,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1103,1103.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
18:23,,Assist by Wis.-Whitewater's Isaac Verges,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,2.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1103,1103.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0
18:23,,Personal Foul on Lawrence's Casey Schoenecker (Brock Marino draws the foul),,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,2.0,Lawrence,0,0,False,Casey Schoenecker,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1103,1103.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0
18:23,,Free Throw by Wis.-Whitewater's Brock Marino,(3-2),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,3.0,2.0,2.0,3.0,Wis.-Whitewater,0,1,True,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1103,1090.0,13.0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0
18:10,,Jumper MISSED by Lawrence's Hogan Demovsky,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,3.0,Lawrence,0,0,False,Hogan Demovsky,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1090,1086.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
18:06,,Offensive rebound by Lawrence's Casey Schoenecker,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,2.0,3.0,Lawrence,0,0,False,Casey Schoenecker,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1086,1086.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0
18:06,,2 Pointer by Lawrence's Casey Schoenecker,(3-4),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,3.0,4.0,4.0,3.0,Lawrence,2,0,True,Casey Schoenecker,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1086,1066.0,20.0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
17:46,,Jumper by Wis.-Whitewater's Richie Warren,(5-4),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,5.0,4.0,4.0,5.0,Wis.-Whitewater,0,2,True,Richie Warren,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1066,1066.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
17:46,,Assist by Wis.-Whitewater's Brock Marino,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,4.0,5.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1066,1046.0,20.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0
17:26,,Jumper by Lawrence's Nathan Valentine,(5-7),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,5.0,7.0,7.0,5.0,Lawrence,3,0,True,Nathan Valentine,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1046,1046.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
17:26,,Assist by Lawrence's CJ Campbell,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,5.0,Lawrence,0,0,False,CJ Campbell,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1046,1034.0,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0
17:14,,Jumper by Wis.-Whitewater's Collin Madson,(8-7),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,8.0,7.0,7.0,8.0,Wis.-Whitewater,0,3,True,Collin Madson,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1034,1034.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0
17:14,,Assist by Wis.-Whitewater's Isaac Verges,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,8.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1034,1016.0,18.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0
16:56,,Turnover by Lawrence 's Nicholas Gouriotis,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,8.0,,0,0,True,Nicholas Gouriotis,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",1016,996.0,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0
16:36,,Layup MISSED by Wis.-Whitewater's Richie Warren,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,8.0,Wis.-Whitewater,0,0,False,Richie Warren,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",996,991.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
16:31,,Offensive rebound by Wis.-Whitewater's Richie Warren,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,8.0,Wis.-Whitewater,0,0,False,Richie Warren,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",991,991.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0
16:31,,2 Pointer by Wis.-Whitewater's Richie Warren,(10-7),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,10.0,7.0,7.0,10.0,Wis.-Whitewater,0,2,True,Richie Warren,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",991,984.0,7.0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
16:24,,Personal Foul on Wis.-Whitewater's Richie Warren (CJ Campbell draws the foul),,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,Wis.-Whitewater,0,0,False,Richie Warren,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Hogan Demovsky,Nathan Valentine,Nicholas Gouriotis",984,984.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0
16:24,,Subbing out for Lawrence-Hogan Demovsky,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,,0,0,False,Hogan Demovsky,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Nathan Valentine,Nicholas Gouriotis",984,984.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0
16:24,,Subbing out for Lawrence-Nicholas Gouriotis,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,,0,0,False,Nicholas Gouriotis,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Casey Schoenecker,Nathan Valentine",984,984.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
16:24,,Subbing in for Lawrence-Cameron Nash,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,,0,0,False,Cameron Nash,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine",984,984.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0
16:24,,Subbing in for Lawrence-Nicolas Manzanera,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,,0,0,False,Nicolas Manzanera,"Brock Marino,Collin Madson,Isaac Verges,Luke Bara,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",984,984.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
16:24,,Subbing out for Wis.-Whitewater-Luke Bara,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,,0,0,False,Luke Bara,"Brock Marino,Collin Madson,Isaac Verges,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",984,984.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
16:24,,Subbing in for Wis.-Whitewater-Joey Berezowitz,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,,0,0,False,Joey Berezowitz,"Brock Marino,Collin Madson,Isaac Verges,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",984,973.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
16:13,,Layup MISSED by Lawrence's CJ Campbell,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,Lawrence,0,0,False,CJ Campbell,"Brock Marino,Collin Madson,Isaac Verges,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",973,973.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
16:13,,Block by Wis.-Whitewater's Richie Warren,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,Wis.-Whitewater,0,0,False,Richie Warren,"Brock Marino,Collin Madson,Isaac Verges,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",973,968.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
16:08,,Offensive rebound by Lawrence's CJ Campbell,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,Lawrence,0,0,False,CJ Campbell,"Brock Marino,Collin Madson,Isaac Verges,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",968,967.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0
16:07,,Layup MISSED by Lawrence's CJ Campbell,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,Lawrence,0,0,False,CJ Campbell,"Brock Marino,Collin Madson,Isaac Verges,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",967,960.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
16:00,,Offensive rebound by Lawrence's Casey Schoenecker,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,Lawrence,0,0,False,Casey Schoenecker,"Brock Marino,Collin Madson,Isaac Verges,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",960,960.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0
16:00,,2 Pointer MISSED by Lawrence's Casey Schoenecker,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,Lawrence,0,0,False,Casey Schoenecker,"Brock Marino,Collin Madson,Isaac Verges,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",960,957.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
15:57,,Defensive rebound by Wis.-Whitewater's Collin Madson,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,10.0,Wis.-Whitewater,0,0,False,Collin Madson,"Brock Marino,Collin Madson,Isaac Verges,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",957,951.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0
15:51,,Layup by Wis.-Whitewater's Brock Marino,(12-7),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,12.0,7.0,7.0,12.0,Wis.-Whitewater,0,2,True,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",951,951.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
15:51,,Assist by Wis.-Whitewater's Collin Madson,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,12.0,Wis.-Whitewater,0,0,False,Collin Madson,"Brock Marino,Collin Madson,Isaac Verges,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",951,947.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0
15:47,,Subbing out for Wis.-Whitewater-Isaac Verges,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,12.0,,0,0,False,Isaac Verges,"Brock Marino,Collin Madson,Joey Berezowitz,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",947,947.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
15:47,,Subbing in for Wis.-Whitewater-Kelton McEwen,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,12.0,,0,0,False,Kelton McEwen,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",947,935.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
15:35,,Slam Dunk MISSED by Lawrence's CJ Campbell,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,12.0,Lawrence,0,0,False,CJ Campbell,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",935,930.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
15:30,,Offensive rebound by Lawrence's CJ Campbell,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,7.0,12.0,Lawrence,0,0,False,CJ Campbell,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",930,930.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0
15:30,,2 Pointer by Lawrence's CJ Campbell,(12-9),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,12.0,9.0,9.0,12.0,Lawrence,2,0,True,CJ Campbell,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",930,918.0,12.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
15:18,,Personal Foul on Lawrence's Cameron Nash (Brock Marino draws the foul),,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,9.0,12.0,Lawrence,0,0,False,Cameron Nash,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",918,907.0,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0
15:07,,Layup MISSED by Wis.-Whitewater's Richie Warren,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,9.0,12.0,Wis.-Whitewater,0,0,False,Richie Warren,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",907,904.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
15:04,,Defensive rebound by Lawrence's Casey Schoenecker,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,9.0,12.0,Lawrence,0,0,False,Casey Schoenecker,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",904,902.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0
15:02,,Personal Foul on Wis.-Whitewater's Kelton McEwen (Cameron Nash draws the foul),,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,9.0,12.0,Wis.-Whitewater,0,0,False,Kelton McEwen,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",902,902.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0
15:02,,Free Throw MISSED by Lawrence's Cameron Nash,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,9.0,12.0,Lawrence,0,0,False,Cameron Nash,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",902,902.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0
15:02,,Lawrence gets a rebound from a dead ball.,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,9.0,12.0,,0,0,False,,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","CJ Campbell,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",902,902.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
15:02,,Subbing out for Lawrence-CJ Campbell,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,9.0,12.0,,0,0,False,CJ Campbell,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",902,902.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
15:02,,Subbing in for Lawrence-Caleb Nash,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,9.0,12.0,,0,0,False,Caleb Nash,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","Caleb Nash,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",902,902.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0
15:02,,Free Throw by Lawrence's Cameron Nash,(12-10),6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,12.0,10.0,10.0,12.0,Lawrence,1,0,True,Cameron Nash,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","Caleb Nash,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",902,889.0,13.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,1,0
14:49,,Turnover by Wis.-Whitewater 's Kelton McEwen,,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,10.0,12.0,,0,0,True,Kelton McEwen,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","Caleb Nash,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",889,867.0,22.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0
14:27,,Personal Foul on Wis.-Whitewater's Joey Berezowitz (Cameron Nash draws the foul),,6513263,2025-12-10,Wis.-Whitewater,Lawrence,1,,,10.0,12.0,Wis.-Whitewater,0,0,False,Joey Berezowitz,"Brock Marino,Collin Madson,Joey Berezowitz,Kelton McEwen,Richie Warren","Caleb Nash,Cameron Nash,Casey Schoenecker,Nathan Valentine,Nicolas Manzanera",867,867.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0
