TIME,TEAM,PLAY,SCORE,Game,Date,TEAM_NAME,OPPONENT_NAME,HALF,TEAM_SCORE,OPPONENT_SCORE,OPPONENT_SCORE_FILLED,TEAM_SCORE_FILLED,ACTING_TEAM,OPPONENT_POINTS,TEAM_POINTS,IS_END_OF_POSSESSION,PLAYER,TEAM_ROSTER_ON_COURT,OPPONENT_ROSTER_ON_COURT,TIME_SECONDS,NEXT_TIME_SECONDS,DURATION_SECONDS,PTS,FGM,FGA,3PM,3PA,FTM,FTA,FOULS,TO,AST,STL,OREB,DREB,Driver/Shooter,Playmaker,Unclassified,Post Scorer,Rebounder,Not Scouted,Spot-Up Shooter
08:15,,Jumper MISSED by Simpson's Seth Gipple,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,26.0,28.0,Simpson,0,0,False,Seth Gipple,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",495,493.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
08:13,,Defensive rebound by Wis.-Whitewater's Austin Ambrose,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,26.0,28.0,Wis.-Whitewater,0,0,False,Austin Ambrose,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",493,477.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1
07:57,,Jumper by Wis.-Whitewater's Darius Chestnut,(26-31),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,31.0,26.0,26.0,31.0,Wis.-Whitewater,0,3,True,Darius Chestnut,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",477,477.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
07:57,,Assist by Wis.-Whitewater's Isaac Verges,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,26.0,31.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",477,456.0,21.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,1
07:36,,Jumper MISSED by Simpson's Seth Gipple,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,26.0,31.0,Simpson,0,0,False,Seth Gipple,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",456,455.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
07:35,,Offensive rebound by Simpson's Brogan Fuller,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,26.0,31.0,Simpson,0,0,False,Brogan Fuller,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",455,455.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1
07:35,,Personal Foul on Wis.-Whitewater's Jake Quast (Brogan Fuller draws the foul),,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,26.0,31.0,Wis.-Whitewater,0,0,False,Jake Quast,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",455,453.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,1,1
07:33,,Commercial time out.,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,26.0,31.0,,0,0,False,,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",453,453.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
07:33,,Subbing out for Simpson-Bo Huston,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,26.0,31.0,,0,0,False,Bo Huston,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",453,453.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0
07:33,,Subbing in for Simpson-Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,26.0,31.0,,0,0,False,Levi Gurwell,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",453,451.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0
07:31,,Layup by Simpson's Jachin Mertes,(28-31),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,31.0,28.0,28.0,31.0,Simpson,2,0,True,Jachin Mertes,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",451,451.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0
07:31,,Assist by Simpson's Cam Henderson,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,31.0,Simpson,0,0,False,Cam Henderson,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",451,427.0,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0
07:07,,Layup by Wis.-Whitewater's Collin Madson,(28-33),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,33.0,28.0,28.0,33.0,Wis.-Whitewater,0,2,True,Collin Madson,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",427,413.0,14.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0
06:53,,Jumper MISSED by Simpson's Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,33.0,Simpson,0,0,False,Levi Gurwell,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",413,412.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0
06:52,,Simpson gets a rebound from a dead ball.,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,33.0,,0,0,False,,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",412,412.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0
06:52,,Personal Foul on Wis.-Whitewater's Jake Quast (Seth Gipple draws the foul),,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,33.0,Wis.-Whitewater,0,0,False,Jake Quast,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Jake Quast","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",412,412.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0
06:52,,Subbing out for Wis.-Whitewater-Jake Quast,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,33.0,,0,0,False,Jake Quast,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",412,412.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0
06:52,,Subbing in for Wis.-Whitewater-Richie Warren,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,33.0,,0,0,False,Richie Warren,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",412,406.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0
06:46,,Turnover by Simpson 's Cam Henderson,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,33.0,,0,0,True,Cam Henderson,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",406,391.0,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,0
06:31,,Foul on Wis.-Whitewater'sWis.-Whitewater,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,33.0,Wis.-Whitewater,0,0,False,,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",391,391.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0
06:31,,Personal Foul on Simpson's Brogan Fuller (Collin Madson draws the foul),,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,33.0,Simpson,0,0,False,Brogan Fuller,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Brogan Fuller,Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",391,391.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0
06:31,,Subbing out for Simpson-Brogan Fuller,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,33.0,,0,0,False,Brogan Fuller,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple",391,391.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
06:31,,Subbing in for Simpson-Spencer Holley,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,33.0,,0,0,False,Spencer Holley,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",391,380.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
06:20,,Jumper by Wis.-Whitewater's Darius Chestnut,(28-36),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,36.0,28.0,28.0,36.0,Wis.-Whitewater,0,3,True,Darius Chestnut,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",380,380.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
06:20,,Assist by Wis.-Whitewater's Isaac Verges,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",380,361.0,19.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
06:01,,Layup MISSED by Simpson's Jachin Mertes,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Simpson,0,0,False,Jachin Mertes,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",361,359.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
05:59,,Defensive rebound by Wis.-Whitewater's Collin Madson,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Wis.-Whitewater,0,0,False,Collin Madson,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",359,345.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
05:45,,Turnover by Wis.-Whitewater 's Richie Warren,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,,0,0,True,Richie Warren,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",345,345.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
05:45,,Steal by Simpson's Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Simpson,0,0,False,Levi Gurwell,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",345,329.0,16.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
05:29,,2 Pointer MISSED by Simpson's Spencer Holley,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Simpson,0,0,False,Spencer Holley,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",329,329.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
05:29,,Block by Wis.-Whitewater's Austin Ambrose,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Wis.-Whitewater,0,0,False,Austin Ambrose,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",329,325.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
05:25,,Defensive rebound by Wis.-Whitewater's Isaac Verges,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",325,318.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
05:18,,Jumper MISSED by Wis.-Whitewater's Collin Madson,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Wis.-Whitewater,0,0,False,Collin Madson,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",318,315.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
05:15,,Defensive rebound by Simpson's Jachin Mertes,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Simpson,0,0,False,Jachin Mertes,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",315,306.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
05:06,,Jumper MISSED by Simpson's Seth Gipple,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Simpson,0,0,False,Seth Gipple,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",306,303.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
05:03,,Defensive rebound by Wis.-Whitewater's Richie Warren,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Wis.-Whitewater,0,0,False,Richie Warren,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",303,296.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
04:56,,2 Pointer MISSED by Wis.-Whitewater's Isaac Verges,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",296,294.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
04:54,,Defensive rebound by Simpson's Jachin Mertes,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Simpson,0,0,False,Jachin Mertes,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Jachin Mertes,Levi Gurwell,Seth Gipple,Spencer Holley",294,291.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
04:51,,Subbing out for Simpson-Jachin Mertes,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,,0,0,False,Jachin Mertes,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Levi Gurwell,Seth Gipple,Spencer Holley",291,291.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
04:51,,Subbing out for Simpson-Seth Gipple,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,,0,0,False,Seth Gipple,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Cam Henderson,Levi Gurwell,Spencer Holley",291,291.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
04:51,,Subbing out for Simpson-Cam Henderson,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,,0,0,False,Cam Henderson,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Levi Gurwell,Spencer Holley",291,291.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
04:51,,Subbing in for Simpson-Bo Huston,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,,0,0,False,Bo Huston,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Levi Gurwell,Spencer Holley",291,291.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
04:51,,Subbing in for Simpson-Colton Rasmussen,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,,0,0,False,Colton Rasmussen,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Spencer Holley",291,291.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
04:51,,Subbing in for Simpson-Marcus Haupert,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,,0,0,False,Marcus Haupert,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",291,283.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1
04:43,,Turnover by Simpson 's Bo Huston,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,,0,0,True,Bo Huston,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",283,283.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1
04:43,,Steal by Wis.-Whitewater's Richie Warren,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Wis.-Whitewater,0,0,False,Richie Warren,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",283,270.0,13.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,1
04:30,,2 Pointer MISSED by Wis.-Whitewater's Darius Chestnut,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Wis.-Whitewater,0,0,False,Darius Chestnut,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",270,267.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1
04:27,,Defensive rebound by Simpson's Spencer Holley,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Simpson,0,0,False,Spencer Holley,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",267,241.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,1
04:01,,Layup MISSED by Simpson's Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Simpson,0,0,False,Levi Gurwell,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",241,241.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1
04:01,,Offensive rebound by Simpson's Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Simpson,0,0,False,Levi Gurwell,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",241,241.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1
04:01,,2 Pointer MISSED by Simpson's Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Simpson,0,0,False,Levi Gurwell,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",241,240.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1
04:00,,Personal Foul on Wis.-Whitewater's Austin Ambrose (Levi Gurwell draws the foul),,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,Wis.-Whitewater,0,0,False,Austin Ambrose,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",240,240.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,1
04:00,,Commercial time out.,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,28.0,36.0,,0,0,False,,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",240,240.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1
04:00,,Free Throw by Simpson's Levi Gurwell,(29-36),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,36.0,29.0,29.0,36.0,Simpson,1,0,True,Levi Gurwell,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",240,240.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,1,1
04:00,,Free Throw by Simpson's Levi Gurwell,(30-36),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,36.0,30.0,30.0,36.0,Simpson,1,0,True,Levi Gurwell,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",240,240.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,1,1
04:00,,Subbing out for Simpson-Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,30.0,36.0,,0,0,False,Levi Gurwell,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Marcus Haupert,Spencer Holley",240,240.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1
04:00,,Subbing in for Simpson-Michael Kasperbauer,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,30.0,36.0,,0,0,False,Michael Kasperbauer,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Marcus Haupert,Michael Kasperbauer,Spencer Holley",240,228.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1
03:48,,Turnover by Wis.-Whitewater 's Collin Madson,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,30.0,36.0,,0,0,True,Collin Madson,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Marcus Haupert,Michael Kasperbauer,Spencer Holley",228,212.0,16.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,1
03:32,,3 Pointer MISSED by Simpson's Bo Huston,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,30.0,36.0,Simpson,0,0,False,Bo Huston,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Marcus Haupert,Michael Kasperbauer,Spencer Holley",212,212.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1
03:32,,Block by Wis.-Whitewater's Darius Chestnut,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,30.0,36.0,Wis.-Whitewater,0,0,False,Darius Chestnut,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Marcus Haupert,Michael Kasperbauer,Spencer Holley",212,212.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1
03:32,,Defensive rebound by Wis.-Whitewater's Darius Chestnut,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,30.0,36.0,Wis.-Whitewater,0,0,False,Darius Chestnut,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Marcus Haupert,Michael Kasperbauer,Spencer Holley",212,194.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1
03:14,,2 Pointer MISSED by Wis.-Whitewater's Richie Warren,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,30.0,36.0,Wis.-Whitewater,0,0,False,Richie Warren,"Austin Ambrose,Collin Madson,Darius Chestnut,Isaac Verges,Richie Warren","Bo Huston,Colton Rasmussen,Marcus Haupert,Michael Kasperbauer,Spencer Holley",194,192.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1
