TIME,TEAM,PLAY,SCORE,Game,Date,TEAM_NAME,OPPONENT_NAME,HALF,TEAM_SCORE,OPPONENT_SCORE,OPPONENT_SCORE_FILLED,TEAM_SCORE_FILLED,ACTING_TEAM,OPPONENT_POINTS,TEAM_POINTS,IS_END_OF_POSSESSION,PLAYER,TEAM_ROSTER_ON_COURT,OPPONENT_ROSTER_ON_COURT,TIME_SECONDS,NEXT_TIME_SECONDS,DURATION_SECONDS,PTS,FGM,FGA,3PM,3PA,FTM,FTA,FOULS,TO,AST,STL,OREB,DREB,Driver/Shooter,Playmaker,Unclassified,Post Scorer,Rebounder,Not Scouted,Spot-Up Shooter
20:00,,Marcus Haupert vs Rashad Rogers (Simpson gains possession),(0-0),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,0.0,0.0,0.0,0.0,,0,0,False,Marcus Haupert,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1200,1178.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
19:38,,2 Pointer MISSED by Simpson's Marcus Haupert,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,0.0,0.0,Simpson,0,0,False,Marcus Haupert,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1178,1175.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
19:35,,Defensive rebound by Wis.-Whitewater's Luke Bara,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,0.0,0.0,Wis.-Whitewater,0,0,False,Luke Bara,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1175,1153.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
19:13,,Turnover by Wis.-Whitewater 's Richie Warren,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,0.0,0.0,,0,0,True,Richie Warren,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1153,1153.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
19:13,,Steal by Simpson's Cam Henderson,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,0.0,0.0,Simpson,0,0,False,Cam Henderson,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1153,1144.0,9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
19:04,,2 Pointer by Wis.-Whitewater's Collin Madson,(0-2),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,2.0,0.0,0.0,2.0,Wis.-Whitewater,0,2,True,Collin Madson,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1144,1127.0,17.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
18:47,,Turnover by Simpson 's Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,0.0,2.0,,0,0,True,Levi Gurwell,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1127,1127.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
18:47,,Steal by Wis.-Whitewater's Collin Madson,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,0.0,2.0,Wis.-Whitewater,0,0,False,Collin Madson,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1127,1120.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
18:40,,Jumper by Wis.-Whitewater's Luke Bara,(0-5),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,5.0,0.0,0.0,5.0,Wis.-Whitewater,0,3,True,Luke Bara,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1120,1120.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
18:40,,Assist by Wis.-Whitewater's Richie Warren,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,0.0,5.0,Wis.-Whitewater,0,0,False,Richie Warren,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1120,1105.0,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
18:25,,Jumper by Simpson's Cam Henderson,(3-5),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,5.0,3.0,3.0,5.0,Simpson,3,0,True,Cam Henderson,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1105,1105.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
18:25,,Assist by Simpson's Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,3.0,5.0,Simpson,0,0,False,Levi Gurwell,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1105,1089.0,16.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
18:09,,Turnover by Wis.-Whitewater 's Rashad Rogers,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,3.0,5.0,,0,0,True,Rashad Rogers,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1089,1085.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
18:05,,Turnover by Simpson 's Colton Rasmussen,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,3.0,5.0,,0,0,True,Colton Rasmussen,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1085,1085.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
18:05,,Steal by Wis.-Whitewater's Isaac Verges,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,3.0,5.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1085,1084.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
18:04,,Personal Foul on Simpson's Cam Henderson (Isaac Verges draws the foul),,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,3.0,5.0,Simpson,0,0,False,Cam Henderson,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1084,1084.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
18:04,,Free Throw by Wis.-Whitewater's Isaac Verges,(3-6),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,6.0,3.0,3.0,6.0,Wis.-Whitewater,0,1,True,Isaac Verges,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1084,1084.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
18:04,,Free Throw by Wis.-Whitewater's Isaac Verges,(3-7),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,7.0,3.0,3.0,7.0,Wis.-Whitewater,0,1,True,Isaac Verges,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1084,1070.0,14.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
17:50,,Jumper by Simpson's Cam Henderson,(6-7),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,7.0,6.0,6.0,7.0,Simpson,3,0,True,Cam Henderson,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1070,1070.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
17:50,,Assist by Simpson's Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,6.0,7.0,Simpson,0,0,False,Levi Gurwell,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1070,1055.0,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
17:35,,Layup by Wis.-Whitewater's Collin Madson,(6-9),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,9.0,6.0,6.0,9.0,Wis.-Whitewater,0,2,True,Collin Madson,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1055,1055.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
17:35,,Assist by Wis.-Whitewater's Rashad Rogers,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,6.0,9.0,Wis.-Whitewater,0,0,False,Rashad Rogers,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1055,1043.0,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
17:23,,3 Pointer by Simpson's Cam Henderson,(9-9),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,9.0,9.0,9.0,9.0,Simpson,3,0,True,Cam Henderson,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1043,1022.0,21.0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
17:02,,2 Pointer by Wis.-Whitewater's Richie Warren,(9-11),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,11.0,9.0,9.0,11.0,Wis.-Whitewater,0,2,True,Richie Warren,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1022,1010.0,12.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
16:50,,Personal Foul on Wis.-Whitewater's Rashad Rogers (Cam Henderson draws the foul),,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,9.0,11.0,Wis.-Whitewater,0,0,False,Rashad Rogers,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1010,1010.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
16:50,,Free Throw by Simpson's Cam Henderson,(10-11),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,11.0,10.0,10.0,11.0,Simpson,1,0,True,Cam Henderson,"Collin Madson,Isaac Verges,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1010,1010.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
16:50,,Subbing out for Wis.-Whitewater-Isaac Verges,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,10.0,11.0,,0,0,False,Isaac Verges,"Collin Madson,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1010,1010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
16:50,,Subbing in for Wis.-Whitewater-JR Lukenbill,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,10.0,11.0,,0,0,False,JR Lukenbill,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert,Spencer Holley",1010,1010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
16:50,,Subbing out for Simpson-Spencer Holley,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,10.0,11.0,,0,0,False,Spencer Holley,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Levi Gurwell,Marcus Haupert",1010,1010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
16:50,,Subbing out for Simpson-Levi Gurwell,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,10.0,11.0,,0,0,False,Levi Gurwell,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Colton Rasmussen,Marcus Haupert",1010,1010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
16:50,,Subbing out for Simpson-Colton Rasmussen,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,10.0,11.0,,0,0,False,Colton Rasmussen,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Marcus Haupert",1010,1010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
16:50,,Subbing out for Simpson-Marcus Haupert,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,10.0,11.0,,0,0,False,Marcus Haupert,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren",Cam Henderson,1010,1010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16:50,,Subbing in for Simpson-Jachin Mertes,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,10.0,11.0,,0,0,False,Jachin Mertes,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Cam Henderson,Jachin Mertes",1010,1010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16:50,,Subbing in for Simpson-Bo Huston,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,10.0,11.0,,0,0,False,Bo Huston,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Cam Henderson,Jachin Mertes",1010,1010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
16:50,,Subbing in for Simpson-Seth Gipple,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,10.0,11.0,,0,0,False,Seth Gipple,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Cam Henderson,Jachin Mertes,Seth Gipple",1010,1010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
16:50,,Subbing in for Simpson-Brogan Fuller,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,10.0,11.0,,0,0,False,Brogan Fuller,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",1010,1010.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
16:50,,Free Throw by Simpson's Cam Henderson,(11-11),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,11.0,11.0,11.0,11.0,Simpson,1,0,True,Cam Henderson,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",1010,999.0,11.0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,1
16:39,,Jumper MISSED by Wis.-Whitewater's Luke Bara,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,11.0,11.0,Wis.-Whitewater,0,0,False,Luke Bara,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",999,997.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
16:37,,Offensive rebound by Wis.-Whitewater's JR Lukenbill,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,11.0,11.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",997,989.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1
16:29,,Layup by Wis.-Whitewater's Rashad Rogers,(11-13),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,13.0,11.0,11.0,13.0,Wis.-Whitewater,0,2,True,Rashad Rogers,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",989,959.0,30.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
15:59,,Layup by Simpson's Jachin Mertes,(13-13),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,13.0,13.0,13.0,13.0,Simpson,2,0,True,Jachin Mertes,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",959,959.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
15:59,,Assist by Simpson's Brogan Fuller,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,13.0,Simpson,0,0,False,Brogan Fuller,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",959,948.0,11.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,1
15:48,,2 Pointer by Wis.-Whitewater's Collin Madson,(13-15),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,15.0,13.0,13.0,15.0,Wis.-Whitewater,0,2,True,Collin Madson,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",948,948.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
15:48,,Personal Foul on Simpson's Brogan Fuller (Collin Madson draws the foul),,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,15.0,Simpson,0,0,False,Brogan Fuller,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",948,948.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,1,1
15:48,,Commercial time out.,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,15.0,,0,0,False,,"Collin Madson,JR Lukenbill,Luke Bara,Rashad Rogers,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",948,948.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
15:48,,Subbing out for Wis.-Whitewater-Rashad Rogers,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,15.0,,0,0,False,Rashad Rogers,"Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",948,948.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
15:48,,Subbing in for Wis.-Whitewater-Austin Ambrose,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,15.0,,0,0,False,Austin Ambrose,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",948,948.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
15:48,,Free Throw by Wis.-Whitewater's Collin Madson,(13-16),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,16.0,13.0,13.0,16.0,Wis.-Whitewater,0,1,True,Collin Madson,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",948,938.0,10.0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,1
15:38,,Jumper MISSED by Simpson's Seth Gipple,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,16.0,Simpson,0,0,False,Seth Gipple,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",938,936.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
15:36,,Defensive rebound by Wis.-Whitewater's Austin Ambrose,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,16.0,Wis.-Whitewater,0,0,False,Austin Ambrose,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",936,917.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1
15:17,,Jumper MISSED by Wis.-Whitewater's Austin Ambrose,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,16.0,Wis.-Whitewater,0,0,False,Austin Ambrose,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",917,917.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
15:17,,Simpson gets a rebound from a dead ball.,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,16.0,,0,0,False,,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",917,917.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
15:17,,Personal Foul on Wis.-Whitewater's Richie Warren (Seth Gipple draws the foul),,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,16.0,Wis.-Whitewater,0,0,False,Richie Warren,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",917,899.0,18.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,1,1
14:59,,Jumper MISSED by Simpson's Bo Huston,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,16.0,Simpson,0,0,False,Bo Huston,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",899,894.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
14:54,,Offensive rebound by Simpson's Brogan Fuller,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,13.0,16.0,Simpson,0,0,False,Brogan Fuller,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",894,894.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1
14:54,,2 Pointer by Simpson's Brogan Fuller,(15-16),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,16.0,15.0,15.0,16.0,Simpson,2,0,True,Brogan Fuller,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",894,874.0,20.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
14:34,,2 Pointer by Wis.-Whitewater's Austin Ambrose,(15-18),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,18.0,15.0,15.0,18.0,Wis.-Whitewater,0,2,True,Austin Ambrose,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",874,846.0,28.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
14:06,,Jumper MISSED by Simpson's Seth Gipple,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,15.0,18.0,Simpson,0,0,False,Seth Gipple,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",846,844.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
14:04,,Defensive rebound by Wis.-Whitewater's Collin Madson,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,15.0,18.0,Wis.-Whitewater,0,0,False,Collin Madson,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",844,827.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1
13:47,,2 Pointer by Wis.-Whitewater's Richie Warren,(15-20),6513261,2025-11-25,Wis.-Whitewater,Simpson,1,20.0,15.0,15.0,20.0,Wis.-Whitewater,0,2,True,Richie Warren,"Austin Ambrose,Collin Madson,JR Lukenbill,Luke Bara,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",827,811.0,16.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
13:31,,Subbing out for Wis.-Whitewater-Luke Bara,,6513261,2025-11-25,Wis.-Whitewater,Simpson,1,,,15.0,20.0,,0,0,False,Luke Bara,"Austin Ambrose,Collin Madson,JR Lukenbill,Richie Warren","Bo Huston,Brogan Fuller,Cam Henderson,Jachin Mertes,Seth Gipple",811,811.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
