TIME,TEAM,PLAY,SCORE,Game,Date,TEAM_NAME,OPPONENT_NAME,HALF,TEAM_SCORE,OPPONENT_SCORE,OPPONENT_SCORE_FILLED,TEAM_SCORE_FILLED,ACTING_TEAM,OPPONENT_POINTS,TEAM_POINTS,IS_END_OF_POSSESSION,PLAYER,TEAM_ROSTER_ON_COURT,OPPONENT_ROSTER_ON_COURT,TIME_SECONDS,NEXT_TIME_SECONDS,DURATION_SECONDS,PTS,FGM,FGA,3PM,3PA,FTM,FTA,FOULS,TO,AST,STL,OREB,DREB,Driver/Slasher,Mid-Range Specialist,Driver/Shooter,Unclassified,Not Scouted,Post Scorer,Spot-Up Shooter
05:14,,Block by Aurora's Mekhi Doby,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,59.0,70.0,Aurora,0,0,False,Mekhi Doby,"Brock Marino,Collin Madson,Isaac Verges,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",314,308.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
05:08,,Defensive rebound by Aurora's Devon Richardson,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,59.0,70.0,Aurora,0,0,False,Devon Richardson,"Brock Marino,Collin Madson,Isaac Verges,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",308,293.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
04:53,,Jumper by Aurora's Juan Madrigal,(62-70),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,70.0,62.0,62.0,70.0,Aurora,3,0,True,Juan Madrigal,"Brock Marino,Collin Madson,Isaac Verges,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",293,293.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
04:53,,Assist by Aurora's Mekhi Doby,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,62.0,70.0,Aurora,0,0,False,Mekhi Doby,"Brock Marino,Collin Madson,Isaac Verges,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",293,272.0,21.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
04:32,,Jumper MISSED by Wis.-Whitewater's Brock Marino,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,62.0,70.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",272,268.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
04:28,,Defensive rebound by Aurora's Zerrick Johnson,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,62.0,70.0,Aurora,0,0,False,Zerrick Johnson,"Brock Marino,Collin Madson,Isaac Verges,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",268,264.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
04:24,,Layup by Aurora's Cullen Rauls,(64-70),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,70.0,64.0,64.0,70.0,Aurora,2,0,True,Cullen Rauls,"Brock Marino,Collin Madson,Isaac Verges,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",264,246.0,18.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
04:06,,Foul on Wis.-Whitewater'sWis.-Whitewater,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,64.0,70.0,Wis.-Whitewater,0,0,False,,"Brock Marino,Collin Madson,Isaac Verges,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",246,246.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
04:06,,Personal Foul on Aurora's Devon Richardson (Brock Marino draws the foul),,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,64.0,70.0,Aurora,0,0,False,Devon Richardson,"Brock Marino,Collin Madson,Isaac Verges,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",246,245.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
04:05,,Subbing out for Wis.-Whitewater-Collin Madson,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,64.0,70.0,,0,0,False,Collin Madson,"Brock Marino,Isaac Verges,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",245,245.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
04:05,,Subbing in for Wis.-Whitewater-JR Lukenbill,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,64.0,70.0,,0,0,False,JR Lukenbill,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",245,245.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
04:05,,Subbing out for Aurora-Devon Richardson,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,64.0,70.0,,0,0,False,Devon Richardson,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Mekhi Doby,Zerrick Johnson",245,245.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
04:05,,Subbing in for Aurora-Larry Carthan,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,64.0,70.0,,0,0,False,Larry Carthan,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",245,245.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
04:05,,Free Throw MISSED by Wis.-Whitewater's Brock Marino,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,64.0,70.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",245,245.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
04:05,,Defensive rebound by Aurora's Larry Carthan,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,64.0,70.0,Aurora,0,0,False,Larry Carthan,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",245,229.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
03:49,,Turnover by Aurora 's Larry Carthan,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,64.0,70.0,,0,0,True,Larry Carthan,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",229,229.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
03:49,,Steal by Wis.-Whitewater's Isaac Verges,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,64.0,70.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",229,223.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
03:43,,2 Pointer by Wis.-Whitewater's Isaac Verges,(64-72),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,72.0,64.0,64.0,72.0,Wis.-Whitewater,0,2,True,Isaac Verges,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",223,205.0,18.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
03:25,,Jumper by Aurora's Mekhi Doby,(66-72),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,72.0,66.0,66.0,72.0,Aurora,2,0,True,Mekhi Doby,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",205,205.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
03:25,,Personal Foul on Wis.-Whitewater's JR Lukenbill (Mekhi Doby draws the foul),,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",205,205.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
03:25,,Free Throw MISSED by Aurora's Mekhi Doby,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Aurora,0,0,False,Mekhi Doby,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",205,202.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
03:22,,Commercial time out.,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,,0,0,False,,"Brock Marino,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",202,202.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
03:22,,Subbing out for Wis.-Whitewater-Jake Quast,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,,0,0,False,Jake Quast,"Brock Marino,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",202,202.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
03:22,,Subbing in for Wis.-Whitewater-Collin Madson,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,,0,0,False,Collin Madson,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",202,201.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
03:21,,Defensive rebound by Wis.-Whitewater's Isaac Verges,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",201,182.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
03:02,,Jumper MISSED by Wis.-Whitewater's Luke Bara,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Wis.-Whitewater,0,0,False,Luke Bara,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",182,175.0,7.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
02:55,,Defensive rebound by Aurora's Juan Madrigal,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Aurora,0,0,False,Juan Madrigal,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",175,163.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
02:43,,2 Pointer MISSED by Aurora's Mekhi Doby,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Aurora,0,0,False,Mekhi Doby,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",163,163.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
02:43,,Offensive rebound by Aurora's Aurora,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Aurora,0,0,False,,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",163,163.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
02:43,,Subbing out for Aurora-Larry Carthan,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,,0,0,False,Larry Carthan,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Juan Madrigal,Mekhi Doby,Zerrick Johnson",163,163.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
02:43,,Subbing in for Aurora-Devon Richardson,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,,0,0,False,Devon Richardson,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",163,157.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
02:37,,Layup MISSED by Aurora's Devon Richardson,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Aurora,0,0,False,Devon Richardson,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",157,157.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
02:37,,Block by Wis.-Whitewater's Brock Marino,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",157,148.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
02:28,,Defensive rebound by Wis.-Whitewater's JR Lukenbill,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",148,138.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
02:18,,Jumper MISSED by Wis.-Whitewater's Collin Madson,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Wis.-Whitewater,0,0,False,Collin Madson,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",138,133.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
02:13,,Offensive rebound by Wis.-Whitewater's Brock Marino,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",133,129.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
02:09,,Personal Foul on Aurora's Juan Madrigal (Isaac Verges draws the foul),,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Aurora,0,0,False,Juan Madrigal,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",129,129.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
02:09,,Free Throw MISSED by Wis.-Whitewater's Isaac Verges,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",129,129.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
02:09,,Wis.-Whitewater gets a rebound from a dead ball.,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,66.0,72.0,,0,0,False,,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",129,129.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
02:09,,Free Throw by Wis.-Whitewater's Isaac Verges,(66-73),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,73.0,66.0,66.0,73.0,Wis.-Whitewater,0,1,True,Isaac Verges,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",129,120.0,9.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
02:00,,2 Pointer by Aurora's Cullen Rauls,(68-73),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,73.0,68.0,68.0,73.0,Aurora,2,0,True,Cullen Rauls,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",120,105.0,15.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
01:45,,Personal Foul on Aurora's Juan Madrigal (Collin Madson draws the foul),,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,68.0,73.0,Aurora,0,0,False,Juan Madrigal,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",105,105.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
01:45,,Free Throw by Wis.-Whitewater's Collin Madson,(68-74),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,74.0,68.0,68.0,74.0,Wis.-Whitewater,0,1,True,Collin Madson,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",105,105.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
01:45,,Free Throw by Wis.-Whitewater's Collin Madson,(68-75),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,75.0,68.0,68.0,75.0,Wis.-Whitewater,0,1,True,Collin Madson,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",105,89.0,16.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
01:29,,Jumper MISSED by Aurora's Juan Madrigal,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,68.0,75.0,Aurora,0,0,False,Juan Madrigal,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",89,86.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
01:26,,Aurora gets a rebound from a dead ball.,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,68.0,75.0,,0,0,False,,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
01:26,,Personal Foul on Wis.-Whitewater's Isaac Verges (Zerrick Johnson draws the foul),,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,68.0,75.0,Wis.-Whitewater,0,0,False,Isaac Verges,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
01:26,,Free Throw by Aurora's Zerrick Johnson,(69-75),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,75.0,69.0,69.0,75.0,Aurora,1,0,True,Zerrick Johnson,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
01:26,,Subbing out for Wis.-Whitewater-Brock Marino,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,69.0,75.0,,0,0,False,Brock Marino,"Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
01:26,,Subbing in for Wis.-Whitewater-Jake Quast,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,69.0,75.0,,0,0,False,Jake Quast,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Cullen Rauls,Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
01:26,,Subbing out for Aurora-Cullen Rauls,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,69.0,75.0,,0,0,False,Cullen Rauls,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Devon Richardson,Juan Madrigal,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
01:26,,Subbing out for Aurora-Devon Richardson,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,69.0,75.0,,0,0,False,Devon Richardson,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Juan Madrigal,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
01:26,,Subbing in for Aurora-Jeffery Hillmer,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,69.0,75.0,,0,0,False,Jeffery Hillmer,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Jeffery Hillmer,Juan Madrigal,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0
01:26,,Subbing in for Aurora-Larry Carthan,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,69.0,75.0,,0,0,False,Larry Carthan,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Jeffery Hillmer,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0
01:26,,Free Throw by Aurora's Zerrick Johnson,(70-75),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,75.0,70.0,70.0,75.0,Aurora,1,0,True,Zerrick Johnson,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Jeffery Hillmer,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,1,0
01:26,,Personal Foul on Aurora's Zerrick Johnson (Collin Madson draws the foul),,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,70.0,75.0,Aurora,0,0,False,Zerrick Johnson,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Jeffery Hillmer,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1,0
01:26,,Free Throw by Wis.-Whitewater's Collin Madson,(70-76),6510366,2025-11-19,Wis.-Whitewater,Aurora,2,76.0,70.0,70.0,76.0,Wis.-Whitewater,0,1,True,Collin Madson,"Collin Madson,Isaac Verges,JR Lukenbill,Jake Quast,Luke Bara","Jeffery Hillmer,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,1,0
01:26,,Subbing out for Wis.-Whitewater-Jake Quast,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,70.0,76.0,,0,0,False,Jake Quast,"Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Jeffery Hillmer,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0
01:26,,Subbing in for Wis.-Whitewater-Brock Marino,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,70.0,76.0,,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Jeffery Hillmer,Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0
01:26,,Subbing out for Aurora-Jeffery Hillmer,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,70.0,76.0,,0,0,False,Jeffery Hillmer,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Juan Madrigal,Larry Carthan,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
01:26,,Subbing out for Aurora-Larry Carthan,,6510366,2025-11-19,Wis.-Whitewater,Aurora,2,,,70.0,76.0,,0,0,False,Larry Carthan,"Brock Marino,Collin Madson,Isaac Verges,JR Lukenbill,Luke Bara","Juan Madrigal,Mekhi Doby,Zerrick Johnson",86,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
