TIME,TEAM,PLAY,SCORE,Game,Date,TEAM_NAME,OPPONENT_NAME,HALF,TEAM_SCORE,OPPONENT_SCORE,OPPONENT_SCORE_FILLED,TEAM_SCORE_FILLED,ACTING_TEAM,OPPONENT_POINTS,TEAM_POINTS,IS_END_OF_POSSESSION,PLAYER,TEAM_ROSTER_ON_COURT,OPPONENT_ROSTER_ON_COURT,TIME_SECONDS,NEXT_TIME_SECONDS,DURATION_SECONDS,PTS,FGM,FGA,3PM,3PA,FTM,FTA,FOULS,TO,AST,STL,OREB,DREB,Not Scouted
11:56,,2 Pointer by St. Thomas (TX)'s Reyce Allen,(51-56),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,51.0,56.0,56.0,51.0,,2,0,True,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,716,696.0,20.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
11:36,,Layup MISSED by Wis.-Whitewater's Jake Quast,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,56.0,51.0,Wis.-Whitewater,0,0,False,Jake Quast,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,696,695.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11:35,,St. Thomas (TX) gets a rebound from a dead ball.,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,56.0,51.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,695,695.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11:35,,Personal Foul on Wis.-Whitewater's Jake Quast (Nathan Kongolo draws the foul),,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,56.0,51.0,Wis.-Whitewater,0,0,False,Jake Quast,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,695,695.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11:35,,Commercial time out.,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,56.0,51.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,695,695.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11:35,,Free Throw by St. Thomas (TX)'s Nathan Kongolo,(51-57),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,51.0,57.0,57.0,51.0,,1,0,True,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,695,695.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
11:35,,Free Throw MISSED by St. Thomas (TX)'s Nathan Kongolo,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,57.0,51.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,695,695.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11:35,,Defensive rebound by Wis.-Whitewater's Austin Ambrose,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,57.0,51.0,Wis.-Whitewater,0,0,False,Austin Ambrose,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,695,680.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11:20,,Personal Foul on St. Thomas (TX)'s Reyce Allen (Richie Warren draws the foul),,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,57.0,51.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,680,680.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11:20,,Free Throw by Wis.-Whitewater's Richie Warren,(52-57),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,52.0,57.0,57.0,52.0,Wis.-Whitewater,0,1,True,Richie Warren,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,680,680.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
11:20,,Free Throw by Wis.-Whitewater's Richie Warren,(53-57),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,53.0,57.0,57.0,53.0,Wis.-Whitewater,0,1,True,Richie Warren,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,680,664.0,16.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
11:04,,Layup by St. Thomas (TX)'s Garrett Rodgers,(53-59),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,53.0,59.0,59.0,53.0,,2,0,True,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,664,636.0,28.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
10:36,,Layup MISSED by Wis.-Whitewater's Jake Quast,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,53.0,Wis.-Whitewater,0,0,False,Jake Quast,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,636,635.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10:35,,Wis.-Whitewater gets a rebound from a dead ball.,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,53.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,635,635.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10:35,,Personal Foul on St. Thomas (TX)'s Reyce Allen (Richie Warren draws the foul),,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,53.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,635,635.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10:35,,Free Throw by Wis.-Whitewater's Richie Warren,(54-59),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,54.0,59.0,59.0,54.0,Wis.-Whitewater,0,1,True,Richie Warren,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,635,635.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
10:35,,Subbing out for St. Thomas (TX)-Reyce Allen,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,635,635.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10:35,,Subbing out for St. Thomas (TX)-Angel Johnson,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,635,635.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10:35,,Subbing in for St. Thomas (TX)-Corey Thompson,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,635,635.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10:35,,Subbing in for St. Thomas (TX)-Nicholas Buffalo,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,635,635.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10:35,,Free Throw MISSED by Wis.-Whitewater's Richie Warren,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,Wis.-Whitewater,0,0,False,Richie Warren,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,635,633.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10:33,,St. Thomas (TX) gets a rebound from a dead ball.,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,633,616.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10:16,,Personal Foul on Wis.-Whitewater's Austin Ambrose (Garrett Rodgers draws the foul),,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,Wis.-Whitewater,0,0,False,Austin Ambrose,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,616,616.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10:16,,Free Throw MISSED by St. Thomas (TX)'s Garrett Rodgers,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,616,616.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10:16,,St. Thomas (TX) gets a rebound from a dead ball.,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,,0,0,False,,"Austin Ambrose,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,616,616.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10:16,,Subbing out for Wis.-Whitewater-Austin Ambrose,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,,0,0,False,Austin Ambrose,"JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,616,616.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10:16,,Subbing in for Wis.-Whitewater-Collin Madson,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,59.0,54.0,,0,0,False,Collin Madson,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,616,616.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10:16,,Free Throw by St. Thomas (TX)'s Garrett Rodgers,(54-60),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,54.0,60.0,60.0,54.0,,1,0,True,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,616,606.0,10.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
10:06,,Jumper MISSED by Wis.-Whitewater's Richie Warren,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,Wis.-Whitewater,0,0,False,Richie Warren,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,606,604.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
10:04,,Defensive rebound by St. Thomas (TX)'s Garrett Rodgers,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,604,586.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
09:46,,Layup MISSED by St. Thomas (TX)'s Garrett Rodgers,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,586,586.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
09:46,,Block by Wis.-Whitewater's Richie Warren,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,Wis.-Whitewater,0,0,False,Richie Warren,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,586,581.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09:41,,Offensive rebound by St. Thomas (TX)'s Nicholas Buffalo,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,581,566.0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
09:26,,2 Pointer MISSED by St. Thomas (TX)'s Nathan Kongolo,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,566,563.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09:23,,Wis.-Whitewater gets a rebound from a dead ball.,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,563,563.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09:23,,Personal Foul on St. Thomas (TX)'s Garrett Rodgers (JR Lukenbill draws the foul),,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,563,563.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
09:23,,Free Throw MISSED by Wis.-Whitewater's JR Lukenbill,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,563,563.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
09:23,,Wis.-Whitewater gets a rebound from a dead ball.,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,563,563.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09:23,,Free Throw MISSED by Wis.-Whitewater's JR Lukenbill,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,563,562.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
09:22,,Defensive rebound by St. Thomas (TX)'s Nicholas Buffalo,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,60.0,54.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,562,537.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
08:57,,3 Pointer by St. Thomas (TX)'s Corey Thompson,(54-63),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,54.0,63.0,63.0,54.0,,3,0,True,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,537,521.0,16.0,3,1,1,1,1,0,0,0,0,0,0,0,0,1
08:41,,Layup MISSED by Wis.-Whitewater's Jake Quast,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,63.0,54.0,Wis.-Whitewater,0,0,False,Jake Quast,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,521,518.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
08:38,,Defensive rebound by St. Thomas (TX)'s Nathan Kongolo,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,63.0,54.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,518,505.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
08:25,,2 Pointer by St. Thomas (TX)'s Garrett Rodgers,(54-65),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,54.0,65.0,65.0,54.0,,2,0,True,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,505,495.0,10.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
08:15,,Wis.-Whitewater takes a [short] time out.,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,54.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Richie Warren",,495,495.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
08:15,,Subbing out for Wis.-Whitewater-JR Lukenbill,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,54.0,,0,0,False,JR Lukenbill,"Collin Madson,Jake Quast,Joey Berezowitz,Richie Warren",,495,495.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
08:15,,Subbing in for Wis.-Whitewater-Kelton McEwen,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,54.0,,0,0,False,Kelton McEwen,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren",,495,495.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
08:15,,Subbing out for Wis.-Whitewater-Joey Berezowitz,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,54.0,,0,0,False,Joey Berezowitz,"Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,495,495.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
08:15,,Subbing in for Wis.-Whitewater-Brock Marino,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,54.0,,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,495,476.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07:56,,Layup MISSED by Wis.-Whitewater's Collin Madson,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,54.0,Wis.-Whitewater,0,0,False,Collin Madson,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,476,476.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
07:56,,Offensive rebound by Wis.-Whitewater's Collin Madson,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,54.0,Wis.-Whitewater,0,0,False,Collin Madson,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,476,476.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
07:56,,Personal Foul on St. Thomas (TX)'s Nathan Kongolo (Collin Madson draws the foul),,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,54.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,476,476.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
07:56,,Free Throw MISSED by Wis.-Whitewater's Collin Madson,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,54.0,Wis.-Whitewater,0,0,False,Collin Madson,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,476,476.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
07:56,,Wis.-Whitewater gets a rebound from a dead ball.,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,54.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,476,476.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07:56,,Free Throw by Wis.-Whitewater's Collin Madson,(55-65),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,55.0,65.0,65.0,55.0,Wis.-Whitewater,0,1,True,Collin Madson,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,476,476.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
07:56,,Commercial time out.,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,55.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,476,457.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07:37,,Layup MISSED by St. Thomas (TX)'s Garrett Rodgers,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,55.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,457,454.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
07:34,,Defensive rebound by Wis.-Whitewater's Richie Warren,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,55.0,Wis.-Whitewater,0,0,False,Richie Warren,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,454,438.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
07:18,,Jumper MISSED by Wis.-Whitewater's Kelton McEwen,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,55.0,Wis.-Whitewater,0,0,False,Kelton McEwen,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,438,436.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
07:16,,Defensive rebound by St. Thomas (TX)'s Nicholas Buffalo,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,55.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,436,413.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
06:53,,2 Pointer MISSED by St. Thomas (TX)'s Garrett Rodgers,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,55.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,413,410.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06:50,,Defensive rebound by Wis.-Whitewater's Brock Marino,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,55.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,410,385.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
06:25,,Jumper MISSED by Wis.-Whitewater's Kelton McEwen,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,55.0,Wis.-Whitewater,0,0,False,Kelton McEwen,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,385,382.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
06:22,,Defensive rebound by St. Thomas (TX)'s Garrett Rodgers,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,65.0,55.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,382,354.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
05:54,,Layup by St. Thomas (TX)'s Nathan Kongolo,(55-67),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,55.0,67.0,67.0,55.0,,2,0,True,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,354,332.0,22.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
05:32,,Layup by Wis.-Whitewater's Richie Warren,(57-67),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,57.0,67.0,67.0,57.0,Wis.-Whitewater,0,2,True,Richie Warren,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,332,332.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
05:32,,Assist by Wis.-Whitewater's Jake Quast,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,67.0,57.0,Wis.-Whitewater,0,0,False,Jake Quast,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,332,312.0,20.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
05:12,,Jumper by St. Thomas (TX)'s Jaden Ross,(57-69),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,57.0,69.0,69.0,57.0,,2,0,True,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,312,295.0,17.0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
04:55,,Personal Foul on St. Thomas (TX)'s Corey Thompson (Collin Madson draws the foul),,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,69.0,57.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,295,295.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
04:55,,Free Throw by Wis.-Whitewater's Collin Madson,(58-69),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,58.0,69.0,69.0,58.0,Wis.-Whitewater,0,1,True,Collin Madson,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,295,295.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
04:55,,Subbing out for St. Thomas (TX)-Nathan Kongolo,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,69.0,58.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,295,295.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04:55,,Subbing out for St. Thomas (TX)-Corey Thompson,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,69.0,58.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,295,295.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04:55,,Subbing out for St. Thomas (TX)-Garrett Rodgers,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,69.0,58.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,295,295.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04:55,,Subbing in for St. Thomas (TX)-Brennan Webb,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,69.0,58.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,295,295.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04:55,,Subbing in for St. Thomas (TX)-Reyce Allen,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,69.0,58.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,295,295.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04:55,,Subbing in for St. Thomas (TX)-Angel Johnson,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,69.0,58.0,,0,0,False,,"Brock Marino,Collin Madson,Jake Quast,Kelton McEwen,Richie Warren",,295,295.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04:55,,Subbing out for Wis.-Whitewater-Jake Quast,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,69.0,58.0,,0,0,False,Jake Quast,"Brock Marino,Collin Madson,Kelton McEwen,Richie Warren",,295,295.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04:55,,Subbing in for Wis.-Whitewater-JR Lukenbill,,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,69.0,58.0,,0,0,False,JR Lukenbill,"Brock Marino,Collin Madson,JR Lukenbill,Kelton McEwen,Richie Warren",,295,295.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04:55,,Free Throw by Wis.-Whitewater's Collin Madson,(59-69),6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,59.0,69.0,69.0,59.0,Wis.-Whitewater,0,1,True,Collin Madson,"Brock Marino,Collin Madson,JR Lukenbill,Kelton McEwen,Richie Warren",,295,283.0,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
04:43,,Personal Foul on Wis.-Whitewater's Brock Marino (Jaden Ross draws the foul),,6512406,2025-11-14,Wis.-Whitewater,St. Thomas,2,,,69.0,59.0,Wis.-Whitewater,0,0,False,Brock Marino,"Brock Marino,Collin Madson,JR Lukenbill,Kelton McEwen,Richie Warren",,283,283.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
