TIME,TEAM,PLAY,SCORE,Game,Date,TEAM_NAME,OPPONENT_NAME,HALF,TEAM_SCORE,OPPONENT_SCORE,OPPONENT_SCORE_FILLED,TEAM_SCORE_FILLED,ACTING_TEAM,OPPONENT_POINTS,TEAM_POINTS,IS_END_OF_POSSESSION,PLAYER,TEAM_ROSTER_ON_COURT,OPPONENT_ROSTER_ON_COURT,TIME_SECONDS,NEXT_TIME_SECONDS,DURATION_SECONDS,PTS,FGM,FGA,3PM,3PA,FTM,FTA,FOULS,TO,AST,STL,OREB,DREB,Post Scorer,Driver/Shooter,Driver/Slasher,Spot-Up Shooter,Unclassified,Mid-Range Specialist
12:43,,Subbing out for Wis.-Whitewater-Luke Bara,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,57.0,,0,0,False,Luke Bara,"Collin Madson,Jake Quast,Joey Berezowitz,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Talen Pearson,Vinnie Adjahoungbeta",763,763.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1
12:43,,Subbing in for Wis.-Whitewater-Kelton McEwen,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,57.0,,0,0,False,Kelton McEwen,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Talen Pearson,Vinnie Adjahoungbeta",763,753.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1
12:33,,Turnover by Elmhurst 's Talen Pearson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,57.0,,0,0,True,Talen Pearson,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Talen Pearson,Vinnie Adjahoungbeta",753,753.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,1
12:33,,Steal by Wis.-Whitewater's Jake Quast,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,57.0,Wis.-Whitewater,0,0,False,Jake Quast,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Talen Pearson,Vinnie Adjahoungbeta",753,750.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1
12:30,,Personal Foul on Elmhurst's Jack Cherry (Jake Quast draws the foul),,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,57.0,Elmhurst,0,0,False,Jack Cherry,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Talen Pearson,Vinnie Adjahoungbeta",750,750.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,1
12:30,,Free Throw by Wis.-Whitewater's Jake Quast,(50-58),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,58.0,50.0,50.0,58.0,Wis.-Whitewater,0,1,True,Jake Quast,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Talen Pearson,Vinnie Adjahoungbeta",750,750.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1
12:30,,Subbing out for Elmhurst-Talen Pearson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,58.0,,0,0,False,Talen Pearson,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Vinnie Adjahoungbeta",750,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1
12:30,,Subbing in for Elmhurst-Sebastian Blachut,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,58.0,,0,0,False,Sebastian Blachut,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",750,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1
12:30,,Free Throw MISSED by Wis.-Whitewater's Jake Quast,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,58.0,Wis.-Whitewater,0,0,False,Jake Quast,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",750,748.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,1
12:28,,Defensive rebound by Elmhurst's Vinnie Adjahoungbeta,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,58.0,Elmhurst,0,0,False,Vinnie Adjahoungbeta,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",748,734.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1
12:14,,Jumper MISSED by Elmhurst's EJ Marshall,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,58.0,Elmhurst,0,0,False,EJ Marshall,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",734,730.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,1
12:10,,Offensive rebound by Elmhurst's Sebastian Blachut,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,50.0,58.0,Elmhurst,0,0,False,Sebastian Blachut,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",730,730.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,1
12:10,,2 Pointer by Elmhurst's Sebastian Blachut,(52-58),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,58.0,52.0,52.0,58.0,Elmhurst,2,0,True,Sebastian Blachut,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",730,710.0,20.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1
11:50,,2 Pointer by Wis.-Whitewater's Jake Quast,(52-60),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,60.0,52.0,52.0,60.0,Wis.-Whitewater,0,2,True,Jake Quast,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",710,697.0,13.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1
11:37,,Turnover by Elmhurst 's Sebastian Blachut,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,60.0,,0,0,True,Sebastian Blachut,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",697,697.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,1
11:37,,Commercial time out.,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,60.0,,0,0,False,,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",697,697.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1
11:37,,Subbing out for Elmhurst-Jack Cherry,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,60.0,,0,0,False,Jack Cherry,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Sebastian Blachut,Vinnie Adjahoungbeta",697,697.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
11:37,,Subbing in for Elmhurst-Luke Smith,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,60.0,,0,0,False,Luke Smith,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",697,682.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
11:22,,Layup MISSED by Wis.-Whitewater's Richie Warren,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,60.0,Wis.-Whitewater,0,0,False,Richie Warren,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",682,680.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
11:20,,Defensive rebound by Elmhurst's Vinnie Adjahoungbeta,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,60.0,Elmhurst,0,0,False,Vinnie Adjahoungbeta,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",680,656.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0
10:56,,Turnover by Elmhurst 's Sebastian Blachut,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,60.0,,0,0,True,Sebastian Blachut,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",656,656.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0
10:56,,Steal by Wis.-Whitewater's Collin Madson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,60.0,Wis.-Whitewater,0,0,False,Collin Madson,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",656,634.0,22.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0
10:34,,2 Pointer by Wis.-Whitewater's Collin Madson,(52-62),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,62.0,52.0,52.0,62.0,Wis.-Whitewater,0,2,True,Collin Madson,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",634,607.0,27.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
10:07,,Layup MISSED by Elmhurst's Sebastian Blachut,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,62.0,Elmhurst,0,0,False,Sebastian Blachut,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",607,602.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
10:02,,Defensive rebound by Wis.-Whitewater's Richie Warren,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,62.0,Wis.-Whitewater,0,0,False,Richie Warren,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",602,598.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0
09:58,,Jumper MISSED by Wis.-Whitewater's Kelton McEwen,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,62.0,Wis.-Whitewater,0,0,False,Kelton McEwen,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",598,593.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0
09:53,,Offensive rebound by Wis.-Whitewater's Collin Madson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,62.0,Wis.-Whitewater,0,0,False,Collin Madson,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",593,592.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
09:52,,Layup by Wis.-Whitewater's Collin Madson,(52-64),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,64.0,52.0,52.0,64.0,Wis.-Whitewater,0,2,True,Collin Madson,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",592,591.0,1.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
09:51,,Elmhurst takes a [full] time out.,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,64.0,,0,0,False,,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen,Richie Warren","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",591,591.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
09:51,,Subbing out for Wis.-Whitewater-Richie Warren,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,64.0,,0,0,False,Richie Warren,"Collin Madson,Jake Quast,Joey Berezowitz,Kelton McEwen","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",591,591.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
09:51,,Subbing in for Wis.-Whitewater-JR Lukenbill,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,64.0,,0,0,False,JR Lukenbill,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Dominic Trelenberg,EJ Marshall,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",591,591.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
09:51,,Subbing out for Elmhurst-EJ Marshall,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,64.0,,0,0,False,EJ Marshall,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",591,591.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
09:51,,Subbing in for Elmhurst-Aidyn Boone,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,64.0,,0,0,False,Aidyn Boone,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",591,579.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0
09:39,,Personal Foul on Wis.-Whitewater's Collin Madson (Dominic Trelenberg draws the foul),,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,64.0,Wis.-Whitewater,0,0,False,Collin Madson,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",579,565.0,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0
09:25,,Personal Foul on Wis.-Whitewater's Joey Berezowitz (Luke Smith draws the foul),,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,64.0,Wis.-Whitewater,0,0,False,Joey Berezowitz,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",565,565.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0
09:25,,Free Throw MISSED by Elmhurst's Luke Smith,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,64.0,Elmhurst,0,0,False,Luke Smith,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",565,565.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0
09:25,,Elmhurst gets a rebound from a dead ball.,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,52.0,64.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",565,565.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0
09:25,,Free Throw by Elmhurst's Luke Smith,(53-64),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,64.0,53.0,53.0,64.0,Elmhurst,1,0,True,Luke Smith,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",565,545.0,20.0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0
09:05,,Personal Foul on Elmhurst's Dominic Trelenberg (Collin Madson draws the foul),,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,64.0,Elmhurst,0,0,False,Dominic Trelenberg,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",545,533.0,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0
08:53,,Jumper by Wis.-Whitewater's Kelton McEwen,(53-67),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,67.0,53.0,53.0,67.0,Wis.-Whitewater,0,3,True,Kelton McEwen,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",533,533.0,0.0,3,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0
08:53,,Assist by Wis.-Whitewater's Jake Quast,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,67.0,Wis.-Whitewater,0,0,False,Jake Quast,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",533,520.0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0
08:40,,Offensive foul by Elmhurst's Sebastian Blachut,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,67.0,Elmhurst,0,0,True,Sebastian Blachut,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",520,520.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,0,0
08:40,,Offensive turnover by Elmhurst's Sebastian Blachut,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,67.0,Elmhurst,0,0,True,Sebastian Blachut,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",520,503.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0
08:23,,Jumper MISSED by Wis.-Whitewater's JR Lukenbill,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,67.0,Wis.-Whitewater,0,0,False,JR Lukenbill,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",503,499.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0
08:19,,Offensive rebound by Wis.-Whitewater's Collin Madson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,67.0,Wis.-Whitewater,0,0,False,Collin Madson,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Luke Smith,Sebastian Blachut,Vinnie Adjahoungbeta",499,498.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0
08:18,,Subbing out for Elmhurst-Luke Smith,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,67.0,,0,0,False,Luke Smith,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Sebastian Blachut,Vinnie Adjahoungbeta",498,498.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
08:18,,Subbing in for Elmhurst-Jack Cherry,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,67.0,,0,0,False,Jack Cherry,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",498,479.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
07:59,,Layup by Wis.-Whitewater's Jake Quast,(53-69),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,69.0,53.0,53.0,69.0,Wis.-Whitewater,0,2,True,Jake Quast,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",479,464.0,15.0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
07:44,,Jumper MISSED by Elmhurst's Dominic Trelenberg,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,69.0,Elmhurst,0,0,False,Dominic Trelenberg,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",464,460.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1
07:40,,Defensive rebound by Wis.-Whitewater's Collin Madson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,69.0,Wis.-Whitewater,0,0,False,Collin Madson,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",460,445.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1
07:25,,Layup MISSED by Wis.-Whitewater's Collin Madson,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,69.0,Wis.-Whitewater,0,0,False,Collin Madson,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",445,441.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
07:21,,Defensive rebound by Elmhurst's Sebastian Blachut,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,69.0,Elmhurst,0,0,False,Sebastian Blachut,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",441,440.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1
07:20,,Personal Foul on Wis.-Whitewater's Kelton McEwen (Sebastian Blachut draws the foul),,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,69.0,Wis.-Whitewater,0,0,False,Kelton McEwen,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",440,440.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1
07:20,,Commercial time out.,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,69.0,,0,0,False,,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",440,423.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
07:03,,Personal Foul on Wis.-Whitewater's Joey Berezowitz (Jack Cherry draws the foul),,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,53.0,69.0,Wis.-Whitewater,0,0,False,Joey Berezowitz,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",423,423.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1
07:03,,Free Throw by Elmhurst's Jack Cherry,(54-69),6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,69.0,54.0,54.0,69.0,Elmhurst,1,0,True,Jack Cherry,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz,Kelton McEwen","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",423,423.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,1
07:03,,Subbing out for Wis.-Whitewater-Kelton McEwen,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,69.0,,0,0,False,Kelton McEwen,"Collin Madson,JR Lukenbill,Jake Quast,Joey Berezowitz","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",423,423.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
07:03,,Subbing out for Wis.-Whitewater-Joey Berezowitz,,6512971,2025-12-02,Wis.-Whitewater,Elmhurst,2,,,54.0,69.0,,0,0,False,Joey Berezowitz,"Collin Madson,JR Lukenbill,Jake Quast","Aidyn Boone,Dominic Trelenberg,Jack Cherry,Sebastian Blachut,Vinnie Adjahoungbeta",423,423.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1
