Half,Play_Result,Play_Player,Team,Date,Opponent,Points,Field_Goals_Made,Field_Goals_Missed,3P_Field_Goals_Made,3P_Field_Goals_Missed,FT_Made,FT_Missed,Rebound_Off,Rebound_Def,Rebound_Total,Assists,Turnovers
1,MISS LAYUP,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND OFF,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,BLOCK ,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,TURNOVER ,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,1
1,STEAL ,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD LAYUP,"KELLEY,JAMES",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,MISS JUMPER,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,FOUL ,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS FT,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,1,0,0,0,0,0
1,REBOUND DEADB,TEAM,UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS FT,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,1,0,0,0,0,0
1,REBOUND OFF,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,FOUL ,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD FT,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,1,0,0,0,0,1,0,0,0,0,0,0
1,GOOD FT,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,1,0,0,0,0,1,0,0,0,0,0,0
1,FOUL ,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,FOUL ,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS FT,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,1,0,0,0,0,0
1,REBOUND DEADB,TEAM,OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD FT,"SWANSON,SPENCER",OPP,11/10/23,Gust.,1,0,0,0,0,1,0,0,0,0,0,0
1,MISS 3PTR,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND OFF,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,MISS LAYUP,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS 3PTR,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND DEF,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,GOOD LAYUP,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,ASSIST ,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,GOOD LAYUP,"OLSON,WYATT",OPP,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,ASSIST ,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,MISS 3PTR,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND OFF,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,MISS LAYUP,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS 3PTR,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND DEF,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS JUMPER,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,FOUL ,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,TURNOVER ,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,1
1,SUB OUT,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"ANDERSON,JONAH",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD 3PTR,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,3,1,0,1,0,0,0,0,0,0,0,0
1,ASSIST ,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,MISS 3PTR,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND OFF,"OLSON,WYATT",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,MISS LAYUP,"OLSON,WYATT",OPP,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,TEAM,UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,TIMEOUT MEDIA,TEAM,OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD LAYUP,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,ASSIST ,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,MISS 3PTR,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND DEF,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS JUMPER,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,TURNOVER ,"ANDERSON,JONAH",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,1
1,STEAL ,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS LAYUP,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND OFF,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,GOOD LAYUP,"CHISLOM,TREVON",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,GOOD JUMPER,"BIEWEN,ADAM",OPP,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,GOOD LAYUP,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,FOUL ,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"FISHER,DREW",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"OLSON,WYATT",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"KELLEN,DAWSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD JUMPER,"WIEKER,EVAN",OPP,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,FOUL ,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS 3PTR,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,SUB OUT,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS LAYUP,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,BLOCK ,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS LAYUP,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS JUMPER,"KELLEN,DAWSON",OPP,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND OFF,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,GOOD 3PTR,"ANDERSON,JONAH",OPP,11/10/23,Gust.,3,1,0,1,0,0,0,0,0,0,0,0
1,ASSIST ,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,GOOD LAYUP,"CHISLOM,TREVON",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,ASSIST ,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,TURNOVER ,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,1
1,STEAL ,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,FOUL ,"ANDERSON,JONAH",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"ANDERSON,JONAH",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS LAYUP,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"KELLEN,DAWSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,BLOCK ,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD JUMPER,"KOCH,CARSON",OPP,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,MISS JUMPER,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND OFF,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,GOOD LAYUP,"KELLEY,JAMES",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,MISS 3PTR,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND DEF,TEAM,UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,SUB OUT,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"LAMBERT,ELIJAH",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"KELLEN,DAWSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"DINGMANN,ASHTON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"OLSON,WYATT",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS 3PTR,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND DEF,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS 3PTR,"DINGMANN,ASHTON",OPP,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND OFF,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,GOOD LAYUP,"SWANSON,SPENCER",OPP,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,GOOD 3PTR,"KELLEY,JAMES",UWW,11/10/23,Gust.,3,1,0,1,0,0,0,0,0,0,0,0
1,FOUL ,"LAMBERT,ELIJAH",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"FISHER,DREW",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS JUMPER,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND OFF,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,MISS 3PTR,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND DEF,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS 3PTR,"LAMBERT,ELIJAH",UWW,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND DEF,"OLSON,WYATT",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS LAYUP,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,BLOCK ,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS 3PTR,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND DEF,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,GOOD 3PTR,"SWANSON,SPENCER",OPP,11/10/23,Gust.,3,1,0,1,0,0,0,0,0,0,0,0
1,ASSIST ,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,GOOD 3PTR,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,3,1,0,1,0,0,0,0,0,0,0,0
1,ASSIST ,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,MISS LAYUP,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,BLOCK ,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"LAMBERT,ELIJAH",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,GOOD LAYUP,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,GOOD 3PTR,"BIEWEN,ADAM",OPP,11/10/23,Gust.,3,1,0,1,0,0,0,0,0,0,0,0
1,ASSIST ,"OLSON,WYATT",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,GOOD JUMPER,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,GOOD LAYUP,"OLSON,WYATT",OPP,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,ASSIST ,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,FOUL ,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,TIMEOUT MEDIA,TEAM,OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"DINGMANN,ASHTON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"ANDERSON,JONAH",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"MATTI,ISAAC",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD FT,"OLSON,WYATT",OPP,11/10/23,Gust.,1,0,0,0,0,1,0,0,0,0,0,0
1,GOOD LAYUP,"LAMBERT,ELIJAH",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,ASSIST ,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,GOOD 3PTR,"SWANSON,SPENCER",OPP,11/10/23,Gust.,3,1,0,1,0,0,0,0,0,0,0,0
1,ASSIST ,"ANDERSON,JONAH",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,SUB OUT,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"HOYTINK,JT",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,FOUL ,"ANDERSON,JONAH",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"ANDERSON,JONAH",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,TURNOVER ,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,1
1,STEAL ,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,FOUL ,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"LAMBERT,ELIJAH",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD JUMPER,"OLSON,WYATT",OPP,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,MISS LAYUP,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEF,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,BLOCK ,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD 3PTR,"KIENITZ,BRADY",OPP,11/10/23,Gust.,3,1,0,1,0,0,0,0,0,0,0,0
1,ASSIST ,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,FOUL ,"MATTI,ISAAC",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS FT,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,1,0,0,0,0,0
1,REBOUND DEADB,TEAM,UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD FT,"KELLEY,JAMES",UWW,11/10/23,Gust.,1,0,0,0,0,1,0,0,0,0,0,0
1,GOOD LAYUP,"OLSON,WYATT",OPP,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,ASSIST ,"MATTI,ISAAC",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,FOUL ,"MATTI,ISAAC",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"MATTI,ISAAC",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,GOOD FT,"KELLEY,JAMES",UWW,11/10/23,Gust.,1,0,0,0,0,1,0,0,0,0,0,0
1,MISS FT,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,1,0,0,0,0,0
1,REBOUND DEF,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,GOOD 3PTR,"KIENITZ,BRADY",OPP,11/10/23,Gust.,3,1,0,1,0,0,0,0,0,0,0,0
1,ASSIST ,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,1,0
1,GOOD JUMPER,"CHISLOM,TREVON",UWW,11/10/23,Gust.,2,1,0,0,0,0,0,0,0,0,0,0
1,TURNOVER ,"OLSON,WYATT",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,1
1,SUB OUT,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS JUMPER,"BARKER,JAMEER",UWW,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND DEADB,TEAM,UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,FOUL ,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB OUT,"KOCH,CARSON",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,SUB IN,"WIEKER,EVAN",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
1,MISS FT,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,0,0,0,0,1,0,0,0,0,0
1,REBOUND DEF,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
1,MISS JUMPER,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
1,REBOUND OFF,"OLSON,WYATT",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,1,0,1,0,0
1,MISS 3PTR,"BIEWEN,ADAM",OPP,11/10/23,Gust.,0,0,1,0,1,0,0,0,0,0,0,0
1,REBOUND DEF,TEAM,UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
2,SUB OUT,"BARNSTABLE,DELVIN",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
2,SUB OUT,"HOYTINK,JT",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
2,SUB IN,"BARNSTABLE,MILES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
2,SUB IN,"KELLEY,JAMES",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
2,MISS JUMPER,"OLSON,WYATT",OPP,11/10/23,Gust.,0,0,1,0,0,0,0,0,0,0,0,0
2,REBOUND DEF,"CHISLOM,TREVON",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,1,1,0,0
2,TURNOVER ,"CAPSTRAN,CARTER",UWW,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,1
2,STEAL ,"SWANSON,SPENCER",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,0
2,TURNOVER ,"KIENITZ,BRADY",OPP,11/10/23,Gust.,0,0,0,0,0,0,0,0,0,0,0,1
